Site ID,Class,Subclass,Status,Name,Make,Model,Cabinet,U Position,Slot Position,IP Address,Serial Number,Type,Function,Contact,Contact Team,Customer,Mounting,Form Factor,Created By,Request Number,Request Stage,Created On,Origin,Notes,PowerIQ Object ID,Integration Status,VM Manager,VM Manager Integration Status,VMware Status Update Date,Customer Service,Technical Support,Account Number,Node Code,Planning Expiration
CM Beijing,Network,NetworkStack,Planned,G0000566,Arista Networks,DCS-7010T-48-F,XA.BJS.02.02.2009.01.002,36,,,JPE18511335,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:37-05,Import,,2266,,,,,,,,2009,
CM Beijing,Network,NetworkStack,Planned,G0000567,Arista Networks,DCS-7010T-48-F,XA.BJS.02.02.2009.01.001,25,,,JPE18510399,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:39-05,Import,,2251,,,,,,,,2009,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000568,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.04.03.MD10.01.001,21,,,JPE19352726,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:27-05,Import,,1897,,,,,,,,MD10,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000570,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.04.03.MD10.01.001,27,,,JPE19392233,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:28-05,Import,,1899,,,,,,,,MD10,
CU Beijing,Network,NetworkStack,Planned,G0000571,Arista Networks,DCS-7280SR-48C6-F,XA.BJS.03.04.L4M2.01.004,27,,,JPE19392259,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:42-05,Import,,2133,,,,,,,,L4M2,
CU Beijing,Network,NetworkStack,Planned,G0000572,Arista Networks,DCS-7280SR-48C6-F,XA.BJS.03.04.L4M2.01.003,21,,,SGD19351797,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:43-05,Import,,2134,,,,,,,,L4M2,
CM Beijing,Network,NetworkStack,Planned,G0000573,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.02.02.2009.01.004,26,,,JPE19352953,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:22:44-05,Import,,2263,,,,,,,,2009,
CU Beijing,Network,NetworkStack,Planned,G0000574,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.03.04.L4M2.01.006,26,,,JPE19342836,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:22:50-05,Import,,2104,,,,,,,,L4M2,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000575,Arista Networks,DCS-7280SR-48C6-F,XA.SHA.04.03.MD10.01.002,27,,,SGD19351858,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:29-05,Import,,1893,,,,,,,,MD10,
CU Beijing,Network,NetworkStack,Planned,G0000576,Arista Networks,DCS-7280SR-48C6-F,XA.BJS.03.04.L4M2.01.003,27,,,JPE19392228,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:48-05,Import,,2120,,,,,,,,L4M2,
CM Beijing,Network,NetworkStack,Planned,G0000577,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.02.02.2009.01.005,26,,,JPE19342825,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:22:46-05,Import,,2264,,,,,,,,2009,
CU Beijing,Network,NetworkStack,Planned,G0000578,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.03.04.L4M2.01.007,26,,,JPE19342834,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:22:52-05,Import,,2103,,,,,,,,L4M2,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000579,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.04.03.MD10.01.003,26,,,JPE19342924,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:23:32-05,Import,,1906,,,,,,,,MD10,
CU Beijing,Network,NetworkStack,Planned,G0000580,Arista Networks,DCS-7060SX2-48YC6-R,XA.BJS.03.04.L4M2.01.009,26,,,JPE19353025,,,,,,Rackable,Fixed,admin,,,01/29/2020 14:22:55-05,Import,,2123,,,,,,,,L4M2,
CT Chengdu,Network,NetworkStack,Planned,G0000581,Arista Networks,DCS-7060SX2-48YC6-R,XA.CTU.01.01.X1N1.01.003,26,,,JPE19343810,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:34:37-05,Import,,27473,,,,,,,,X1N1,
CT Chengdu,Network,NetworkStack,Planned,G0000582,Arista Networks,DCS-7060SX2-48YC6-R,XA.CTU.01.01.X1N1.01.006,26,,,JPE19342920,,,,,,Rackable,Fixed,lu_d_zhang,,,12/21/2020 21:37:26-05,Import,,27466,,,,,,,,X1N1,
CU Beijing,Network,NetworkStack,Planned,G0000584,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.009,28,,,JPE18510524,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:12:56-05,Import,,2141,,,,,,,,L4M2,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000585,Arista Networks,DCS-7010T-48-F,XA.SHA.04.03.MD10.01.002,25,,,JPE18510940,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:31-05,Import,,1888,,,,,,,,MD10,
CU Beijing,Network,NetworkStack,Planned,G0000589,Fortinet,FortiGate 100EF,XA.BJS.03.04.L4M2.01.001,13,,,FG1HEFTK18001620,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:13:03-05,Import,,2118,,,,,,,,L4M2,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000591,Opengear,IM7248-2-DAC_IW,XA.SHA.04.03.MD10.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:58:01-05,Import,,1889,,,,,,,,MD10,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000592,Arista Networks,DCS-7010T-48-F,XA.SHA.04.03.MD10.01.002,36,,,JPE18510363,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:32-05,Import,,1891,,,,,,,,MD10,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000594,Arista Networks,DCS-7010T-48-F,XA.SHA.04.03.MD10.01.001,19,,,JPE18510341,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:33-05,Import,,1892,,,,,,,,MD10,
CU Beijing,Network,NetworkStack,Planned,G0000595,Arista Networks,DCS-7010T-48-F,XA.BJS.03.04.L4M2.01.008,28,,,JPE18510374,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:13:09-05,Import,,2119,,,,,,,,L4M2,
CU Guangzhou,Network,NetworkStack,Planned,G0000597,Fortinet,FortiGate 100EF,XA.CAN.03.03.3008.01.001,13,,,FG1HEFTK18001613,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:13:11-05,Import,,1915,,,,,,,,3008,
DR Peng Guangzhou,Network,NetworkStack,Planned,G0000598,Opengear,IM7248-2-DAC_IW,XA.BJS.03.04.L4M2.01.003,23,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:40:19-05,Import,,2113,,,,,,,,L4M2,
CM Guangzhou,Network,NetworkStack,Installed,G0000601,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.02.05.0504.01.001,29,,,JPE19061106,,,,,,Rackable,Fixed,pei_ye,,,03/23/2020 05:14:29-04,Import,,2503,,,,,,,,504,
DR Peng Beijing,Network,NetworkStack,Planned,G0000603,Opengear,IM7248-2-DAC_IW,XA.BJS.04.01.MD09.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:40:24-05,Import,,28065,,,,,,,,MD09,
CU Guangzhou,Network,NetworkStack,Planned,G0000604,Opengear,IM7248-2-DAC_IW,XA.CAN.03.03.3008.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:40:27-05,Import,,1944,,,,,,,,3008,
CU Beijing,Network,NetworkStack,Planned,G0000605,Opengear,IM7248-2-DAC_IW,XA.BJS.03.04.L4M2.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:40:30-05,Import,,2108,,,,,,,,L4M2,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000607,Opengear,IM7248-2-DAC_IW,XA.SHA.04.03.MD10.01.001,10,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:58:02-05,Import,,1895,,,,,,,,MD10,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000608,Arista Networks,DCS-7010T-48-F,XA.SHA.04.03.MD10.01.001,25,,,JPE18510420,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:35-05,Import,,1894,,,,,,,,MD10,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000610,Arista Networks,DCS-7010T-48-F,XA.SHA.04.03.MD10.01.003,28,,,JPE18510943,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:36-05,Import,,1890,,,,,,,,MD10,
DR Peng Shanghai,Network,Chassis,Planned,G0000615,Cisco Systems,ASR1004,XA.SHA.04.03.MD10.01.001,36,,,FXS2309Q06Z,,,,,,Rackable,Chassis,admin,,,12/04/2019 09:38:54-05,Import,,1712,,,,,,,,MD10,
CT Guangzhou,Network,NetworkStack,Planned,G0000617,NOKIA,7750 SR-1s,XA.CAN.01.07.0002.01.002,4,,,SNS2001F5060,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 23:00:50-04,Import,,27854,,,,,,,,2,
DR Peng Beijing,Network,NetworkStack,Planned,G0000619,Opengear,IM7248-2-DAC_IW,XA.BJS.04.01.MD09.01.001,23,,,7.25E+13,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:40:33-05,Import,,28071,,,,,,,,MD09,
CT Wuhan,Network,NetworkStack,Planned,G0000630,Arista Networks,DCS-7280CR2A-30-F,XA.WUH.01.02.0204.01.001,15,,,JPE20424702,,,,,,Rackable,Fixed,pei_ye,,,01/30/2021 06:43:03-05,Import,,27439,,,,,,,,204,
CT Wuhan,Network,NetworkStack,Planned,G0000631,Arista Networks,DCS-7010T-48-F,XA.WUH.01.02.0204.01.004,28,,,JPE20404881,,,,,,Rackable,Fixed,pei_ye,,,02/01/2021 03:40:30-05,Import,,27447,,,,,,,,204,
CT Shanghai,Network,NetworkStack,Planned,G0000634,Arista Networks,DCS-7060SX2-48YC6-R,XA.SHA.01.02.B222.01.006,26,,,JPE19391778,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:49:54-05,Import,,27515,,,,,,,,B222,
CT Shanghai,Network,NetworkStack,Planned,G0000637,Arista Networks,DCS-7280CR2A-30-F,XA.SHA.01.02.B222.01.001,15,,,JPE20400253,,,,,,Rackable,Fixed,lu_d_zhang,,,01/04/2021 03:41:23-05,Import,,27528,,,,,,,,B222,
DR Peng Shanghai,Network,NetworkStack,Planned,G0000638,Fortinet,FortiGate 100EF,XA.SHA.04.03.MD10.01.001,13,,,FG1HEFTK18001194,,,,,,Rackable,Fixed,admin,,,12/03/2019 17:33:37-05,Import,,1907,,,,,,,,MD10,
CT Guangzhou,Network,NetworkStack,Planned,G0000654,Arista Networks,DCS-7280CR2A-30-F,XA.CAN.01.07.0002.01.001,15,,,JPE20413090,,,,,,Rackable,Fixed,lu_d_zhang,,,05/06/2021 22:58:30-04,Import,,27846,,,,,,,,2,
CT Wuhan,Network,NetworkStack,Planned,G0000660,Arista Networks,DCS-7060SX2-48YC6-R,XA.WUH.01.02.0204.01.004,26,,,JPE20360916,,,,,,Rackable,Fixed,pei_ye,,,02/01/2021 03:40:58-05,Import,,27448,,,,,,,,204,
GDS,Network,NetworkStack,Planned,G0000775,Arista Networks,DCS-7010T-48-F,XA.CTU.04.03.0301.01.001,19,,,JPE19412675,,,,,,Rackable,Fixed,lu_d_zhang,,,04/17/2020 04:29:47-04,Import,,28099,,,,,,,,301,
CU Guangzhou,Network,NetworkStack,Planned,G0000867,Arista Networks,DCS-7010T-48-F,XA.CAN.03.03.3008.01.003,28,,,JPE18521923,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:14:57-05,Import,,1934,,,,,,,,3008,
CU Guangzhou,Network,NetworkStack,Planned,G0000868,Arista Networks,DCS-7010T-48-F,XA.CAN.03.03.3008.01.001,25,,,JPE19412650,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:14:58-05,Import,,1912,,,,,,,,3008,
CU Guangzhou,Network,NetworkStack,Planned,G0000871,Arista Networks,DCS-7010T-48-F,XA.CAN.03.03.3008.01.004,28,,,JPE19412653,,,,,,Rackable,Fixed,admin,,,01/28/2020 15:15:00-05,Import,,1913,,,,,,,,3008,
